ticket_id,date,produit,catégorie,quantité,montant,client_id
T001152,2024-01-09,Chips,Snack,2,7.12,C049
T001152,2024-01-09,Riz,Alimentaire,1,4.37,C049
T001153,2024-08-10,Pain,Alimentaire,1,5.18,C030
T001153,2024-08-10,Soda,Boisson,2,5.81,C030
T001153,2024-08-10,Lait,Alimentaire,2,7.87,C030
T001153,2024-08-10,Chocolat,Snack,1,2.81,C030
T001153,2024-08-10,Chips,Snack,2,4.69,C030
T001154,2024-12-24,Riz,Alimentaire,2,4.92,C007
T001154,2024-12-24,Pâtes,Alimentaire,2,10.79,C007
T001154,2024-12-24,Pain,Alimentaire,2,10.51,C007
T001154,2024-12-24,Chocolat,Snack,2,7.14,C007
T001154,2024-12-24,Chips,Snack,2,5.03,C007
T001154,2024-12-24,Bonbons,Snack,3,9.52,C007
T001155,2024-08-29,Chips,Snack,3,7.62,C029
T001155,2024-08-29,Bonbons,Snack,3,5.98,C029
T001155,2024-08-29,Lait,Alimentaire,2,5.06,C029
T001156,2024-10-06,Pain,Alimentaire,3,10.4,C031
T001156,2024-10-06,Riz,Alimentaire,4,19.48,C031
T001156,2024-10-06,Chips,Snack,3,8.18,C031
T001157,2024-01-10,Chips,Snack,4,6.62,C030
T001157,2024-01-10,Fromage,Alimentaire,3,16.79,C030
T001157,2024-01-10,Riz,Alimentaire,3,16.34,C030
T001157,2024-01-10,Bonbons,Snack,4,7.46,C030
T001158,2024-10-19,Fromage,Alimentaire,4,23.5,C003
T001158,2024-10-19,Pâtes,Alimentaire,4,14.21,C003
T001158,2024-10-19,Riz,Alimentaire,4,14.33,C003
T001158,2024-10-19,Chips,Snack,3,8.43,C003
T001159,2024-02-11,Chocolat,Snack,1,2.15,C031
T001159,2024-02-11,Lait,Alimentaire,1,5.61,C031
T001160,2024-06-02,Pâtes,Alimentaire,1,5.1,C025
T001160,2024-06-02,Bonbons,Snack,1,2.95,C025
T001160,2024-06-02,Riz,Alimentaire,2,4.61,C025
T001161,2024-07-24,Pain,Alimentaire,4,22.77,C026
T001161,2024-07-24,Riz,Alimentaire,2,4.32,C026
T001161,2024-07-24,Chocolat,Snack,3,6.42,C026
T001162,2024-02-23,Lait,Alimentaire,3,7.57,C029
T001163,2024-01-11,Bonbons,Snack,3,7.02,C001
T001164,2024-07-05,Bière,Boisson,4,6.03,C009
T001164,2024-07-05,Soda,Boisson,2,3.13,C009
T001164,2024-07-05,Lait,Alimentaire,1,3.05,C009
T001164,2024-07-05,Pâtes,Alimentaire,1,5.83,C009
T001164,2024-07-05,Riz,Alimentaire,2,5.15,C009
T001165,2024-09-28,Bonbons,Snack,3,4.52,C043
T001165,2024-09-28,Fromage,Alimentaire,4,17.54,C043
T001165,2024-09-28,Chocolat,Snack,4,12.67,C043
T001165,2024-09-28,Pâtes,Alimentaire,3,8.17,C043
T001166,2024-04-07,Pain,Alimentaire,4,9.32,C047
T001166,2024-04-07,Riz,Alimentaire,4,14.59,C047
T001166,2024-04-07,Fromage,Alimentaire,3,8.19,C047
T001168,2024-12-13,Pâtes,Alimentaire,1,3.61,C016
T001168,2024-12-13,Chocolat,Snack,4,7.93,C016
T001169,2024-02-24,Fromage,Alimentaire,3,14.87,C049
T001170,2024-05-03,Bonbons,Snack,4,11.08,C005
T001170,2024-05-03,Chips,Snack,1,2.58,C005
T001170,2024-05-03,Chocolat,Snack,3,10.3,C005
T001170,2024-05-03,Fromage,Alimentaire,1,3.15,C005
T001170,2024-05-03,Pâtes,Alimentaire,2,8.12,C005
T001171,2024-09-08,Fromage,Alimentaire,3,13.67,C044
T001171,2024-09-08,Lait,Alimentaire,3,9.44,C044
T001171,2024-09-08,Pâtes,Alimentaire,2,5.9,C044
T001171,2024-09-08,Riz,Alimentaire,3,14.48,C044
T001172,2024-03-17,Lait,Alimentaire,3,6.3,C001
T001173,2024-07-30,Bonbons,Snack,1,2.59,C020
T001173,2024-07-30,Fromage,Alimentaire,3,8.05,C020
T001174,2024-04-23,Pain,Alimentaire,1,3.12,C004
T001175,2024-12-14,Chips,Snack,3,11.88,C001
T001175,2024-12-14,Bonbons,Snack,2,3.32,C001
T001176,2024-03-02,Chocolat,Snack,4,10.34,C012
T001176,2024-03-02,Riz,Alimentaire,2,6.19,C012
T001176,2024-03-02,Pâtes,Alimentaire,1,3.28,C012
T001177,2024-01-14,Fromage,Alimentaire,2,10.27,C035
T001177,2024-01-14,Riz,Alimentaire,2,4.93,C035
T001178,2024-08-20,Bière,Boisson,4,5.48,C029
T001178,2024-08-20,Lait,Alimentaire,3,16.1,C029
T001178,2024-08-20,Chips,Snack,2,5.08,C029
T001178,2024-08-20,Chocolat,Snack,4,10.02,C029
T001179,2024-05-30,Pâtes,Alimentaire,2,8.13,C000
T001179,2024-05-30,Chips,Snack,4,8.76,C000
T001180,2024-08-15,Eau,Boisson,2,2.87,C044
T001181,2024-04-03,Bonbons,Snack,2,4.42,C043
T001181,2024-04-03,Riz,Alimentaire,3,10.19,C043
T001182,2024-12-04,Chips,Snack,3,7.62,C014
T001182,2024-12-04,Lait,Alimentaire,2,4.87,C014
T001182,2024-12-04,Pain,Alimentaire,1,5.89,C014
T001183,2024-12-02,Lait,Alimentaire,3,13.05,C042
T001183,2024-12-02,Bonbons,Snack,4,12.34,C042
T001183,2024-12-02,Chocolat,Snack,4,10.91,C042
T001183,2024-12-02,Riz,Alimentaire,4,8.15,C042
T001184,2024-08-11,Pain,Alimentaire,4,23.61,C037
T001184,2024-08-11,Riz,Alimentaire,4,16.88,C037
T001184,2024-08-11,Pâtes,Alimentaire,3,14.67,C037
T001184,2024-08-11,Fromage,Alimentaire,1,3.69,C037
T001185,2024-12-11,Chocolat,Snack,2,3.17,C010
T001185,2024-12-11,Fromage,Alimentaire,3,14.06,C010
T001185,2024-12-11,Pain,Alimentaire,4,23.69,C010
T001185,2024-12-11,Lait,Alimentaire,1,5.57,C010
T001186,2024-05-04,Pâtes,Alimentaire,3,6.99,C033
T001186,2024-05-04,Riz,Alimentaire,4,20.61,C033
T001186,2024-05-04,Chocolat,Snack,1,3.77,C033
T001187,2024-06-02,Chocolat,Snack,1,3.55,C025
T001187,2024-06-02,Fromage,Alimentaire,3,14.85,C025
T001187,2024-06-02,Riz,Alimentaire,2,4.08,C025
T001187,2024-06-02,Bière,Boisson,3,4.53,C025
T001188,2024-11-26,Fromage,Alimentaire,1,3.73,C029
T001188,2024-11-26,Lait,Alimentaire,2,6.46,C029
T001188,2024-11-26,Riz,Alimentaire,2,6.06,C029
T001188,2024-11-26,Bonbons,Snack,1,2.38,C029
T001188,2024-11-26,Pain,Alimentaire,4,22.0,C029
T001189,2024-05-07,Chips,Snack,2,6.32,C020
T001189,2024-05-07,Riz,Alimentaire,2,8.16,C020
T001189,2024-05-07,Chocolat,Snack,1,2.28,C020
T001189,2024-05-07,Bonbons,Snack,2,6.4,C020
T001189,2024-05-07,Lait,Alimentaire,4,12.35,C020
T001190,2024-01-11,Chips,Snack,3,8.51,C032
T001190,2024-01-11,Pâtes,Alimentaire,4,23.07,C032
T001190,2024-01-11,Riz,Alimentaire,1,4.02,C032
T001191,2024-03-02,Bonbons,Snack,1,1.85,C007
T001191,2024-03-02,Pain,Alimentaire,4,22.75,C007
T001191,2024-03-02,Riz,Alimentaire,2,8.56,C007
T001191,2024-03-02,Lait,Alimentaire,4,9.17,C007
T001192,2024-07-29,Chocolat,Snack,3,6.68,C041
T001192,2024-07-29,Lait,Alimentaire,4,9.24,C041
T001192,2024-07-29,Jus,Boisson,1,1.96,C041
T001193,2024-10-08,Pain,Alimentaire,4,19.54,C041
T001193,2024-10-08,Chocolat,Snack,2,6.21,C041
T001193,2024-10-08,Lait,Alimentaire,3,9.85,C041
T001194,2024-02-20,Bonbons,Snack,2,6.53,C040
T001195,2024-02-19,Riz,Alimentaire,4,10.68,C011
T001195,2024-02-19,Pain,Alimentaire,1,5.0,C011
T001197,2024-07-17,Riz,Alimentaire,3,12.48,C048
T001198,2024-05-30,Chocolat,Snack,1,1.64,C048
T001198,2024-05-30,Fromage,Alimentaire,1,5.54,C048
T001198,2024-05-30,Lait,Alimentaire,4,15.5,C048
T001199,2024-08-12,Pâtes,Alimentaire,1,3.01,C013
T001199,2024-08-12,Eau,Boisson,4,6.32,C013
T001199,2024-08-12,Lait,Alimentaire,4,9.81,C013
T001200,2024-08-24,Jus,Boisson,3,3.37,C036
T001200,2024-08-24,Eau,Boisson,1,2.15,C036
T001201,2024-12-02,Riz,Alimentaire,3,14.01,C025
T001201,2024-12-02,Chips,Snack,3,8.8,C025
T001203,2024-02-28,Bonbons,Snack,1,2.61,C040
T001203,2024-02-28,Pâtes,Alimentaire,3,14.63,C040
T001203,2024-02-28,Riz,Alimentaire,4,12.1,C040
T001204,2024-05-13,Bonbons,Snack,3,4.59,C009
T001205,2024-08-11,Chocolat,Snack,3,6.68,C022
T001206,2024-07-02,Chocolat,Snack,4,9.63,C010
T001206,2024-07-02,Bière,Boisson,1,2.26,C010
T001206,2024-07-02,Pain,Alimentaire,1,5.95,C010
T001206,2024-07-02,Jus,Boisson,2,3.67,C010
T001206,2024-07-02,Pâtes,Alimentaire,2,11.98,C010
T001207,2024-04-14,Bonbons,Snack,4,11.19,C021
T001207,2024-04-14,Pain,Alimentaire,2,5.73,C021
T001207,2024-04-14,Lait,Alimentaire,4,14.83,C021
T001208,2024-01-28,Riz,Alimentaire,2,10.59,C048
T001209,2024-01-15,Chips,Snack,3,5.56,C036
T001209,2024-01-15,Riz,Alimentaire,1,2.93,C036
T001210,2024-04-11,Fromage,Alimentaire,3,15.32,C043
T001210,2024-04-11,Riz,Alimentaire,4,13.06,C043
T001210,2024-04-11,Pain,Alimentaire,4,18.37,C043
T001210,2024-04-11,Chocolat,Snack,2,6.16,C043
T001211,2024-05-29,Bonbons,Snack,1,2.12,C036
T001212,2024-08-24,Pain,Alimentaire,3,9.54,C042
T001214,2024-11-04,Pâtes,Alimentaire,4,20.21,C032
T001214,2024-11-04,Bonbons,Snack,3,6.54,C032
T001214,2024-11-04,Riz,Alimentaire,2,6.75,C032
T001215,2024-11-09,Riz,Alimentaire,4,15.9,C042
T001215,2024-11-09,Bonbons,Snack,3,7.09,C042
T001215,2024-11-09,Pâtes,Alimentaire,4,11.12,C042
T001215,2024-11-09,Chips,Snack,2,4.3,C042
T001215,2024-11-09,Chocolat,Snack,3,11.41,C042
T001216,2024-10-25,Pâtes,Alimentaire,3,9.28,C030
T001218,2024-07-15,Lait,Alimentaire,1,3.55,C036
T001218,2024-07-15,Pâtes,Alimentaire,3,16.53,C036
T001218,2024-07-15,Bonbons,Snack,3,7.34,C036
T001218,2024-07-15,Chocolat,Snack,4,6.09,C036
T001218,2024-07-15,Riz,Alimentaire,1,3.09,C036
T001219,2024-10-27,Lait,Alimentaire,3,8.86,C004
T001219,2024-10-27,Riz,Alimentaire,1,5.63,C004
T001219,2024-10-27,Fromage,Alimentaire,4,21.24,C004
T001219,2024-10-27,Chocolat,Snack,1,2.66,C004
T001219,2024-10-27,Pain,Alimentaire,1,4.19,C004
T001220,2024-06-15,Pain,Alimentaire,2,9.01,C037
T001221,2024-02-02,Bonbons,Snack,1,1.62,C035
T001222,2024-12-15,Bonbons,Snack,1,1.93,C040
T001222,2024-12-15,Chocolat,Snack,4,15.45,C040
T001223,2024-07-06,Chips,Snack,2,4.73,C030
T001223,2024-07-06,Bonbons,Snack,1,2.42,C030
T001223,2024-07-06,Riz,Alimentaire,3,13.49,C030
T001224,2024-07-11,Lait,Alimentaire,3,14.19,C047
T001224,2024-07-11,Eau,Boisson,3,7.58,C047
T001224,2024-07-11,Chips,Snack,3,9.71,C047
T001224,2024-07-11,Pâtes,Alimentaire,2,5.59,C047
T001224,2024-07-11,Bonbons,Snack,3,10.44,C047
T001226,2024-11-24,Chips,Snack,3,6.61,C026
T001226,2024-11-24,Riz,Alimentaire,4,9.1,C026
T001226,2024-11-24,Pain,Alimentaire,4,15.4,C026
T001227,2024-05-07,Fromage,Alimentaire,1,3.03,C009
T001227,2024-05-07,Pâtes,Alimentaire,3,17.38,C009
T001228,2024-03-26,Fromage,Alimentaire,3,12.3,C009
T001228,2024-03-26,Chocolat,Snack,2,5.15,C009
T001228,2024-03-26,Lait,Alimentaire,3,9.39,C009
T001229,2024-01-21,Riz,Alimentaire,4,18.6,C010
T001229,2024-01-21,Chips,Snack,4,14.84,C010
T001230,2024-11-24,Pain,Alimentaire,2,5.16,C016
T001231,2024-05-17,Riz,Alimentaire,2,9.2,C009
T001231,2024-05-17,Fromage,Alimentaire,2,10.75,C009
T001231,2024-05-17,Chips,Snack,3,10.68,C009
T001232,2024-06-05,Chips,Snack,1,1.76,C048
T001232,2024-06-05,Soda,Boisson,2,4.54,C048
T001232,2024-06-05,Jus,Boisson,4,9.58,C048
T001232,2024-06-05,Eau,Boisson,2,3.59,C048
T001232,2024-06-05,Bonbons,Snack,3,8.29,C048
T001232,2024-06-05,Pain,Alimentaire,3,9.26,C048
T001233,2024-10-31,Lait,Alimentaire,2,5.37,C044
T001233,2024-10-31,Bonbons,Snack,2,7.81,C044
T001233,2024-10-31,Riz,Alimentaire,1,2.24,C044
T001233,2024-10-31,Pain,Alimentaire,1,4.81,C044
T001234,2024-02-17,Chips,Snack,2,4.72,C014
T001235,2024-08-15,Pain,Alimentaire,2,9.68,C022
T001236,2024-12-24,Chocolat,Snack,4,12.63,C018
T001236,2024-12-24,Riz,Alimentaire,2,9.79,C018
T001236,2024-12-24,Pâtes,Alimentaire,3,14.57,C018
T001237,2024-05-22,Chips,Snack,3,9.55,C024
T001238,2024-12-05,Chips,Snack,2,3.45,C005
T001238,2024-12-05,Chocolat,Snack,1,3.93,C005
T001239,2024-03-10,Chocolat,Snack,1,3.09,C003
T001240,2024-11-25,Pain,Alimentaire,1,4.52,C014
T001240,2024-11-25,Chocolat,Snack,4,13.87,C014
T001240,2024-11-25,Pâtes,Alimentaire,4,11.02,C014
T001241,2024-07-04,Bonbons,Snack,3,10.54,C016
T001241,2024-07-04,Soda,Boisson,4,5.04,C016
T001241,2024-07-04,Riz,Alimentaire,3,6.44,C016
T001242,2024-04-15,Chips,Snack,2,3.33,C013
T001242,2024-04-15,Riz,Alimentaire,4,21.58,C013
T001242,2024-04-15,Pâtes,Alimentaire,1,2.12,C013
T001243,2024-03-11,Bonbons,Snack,2,7.47,C036
T001243,2024-03-11,Pâtes,Alimentaire,3,10.3,C036
T001244,2024-06-18,Lait,Alimentaire,1,5.58,C008
T001244,2024-06-18,Pâtes,Alimentaire,1,4.67,C008
T001244,2024-06-18,Bonbons,Snack,4,7.5,C008
T001244,2024-06-18,Riz,Alimentaire,4,8.68,C008
T001245,2024-03-18,Lait,Alimentaire,3,13.22,C018
T001247,2024-02-05,Fromage,Alimentaire,1,4.36,C005
T001247,2024-02-05,Chocolat,Snack,1,1.71,C005
T001247,2024-02-05,Chips,Snack,1,3.64,C005
T001247,2024-02-05,Lait,Alimentaire,2,11.27,C005
T001248,2024-07-24,Chips,Snack,4,9.04,C017
T001248,2024-07-24,Pain,Alimentaire,3,6.23,C017
T001248,2024-07-24,Soda,Boisson,2,3.39,C017
T001248,2024-07-24,Lait,Alimentaire,1,2.09,C017
T001249,2024-09-08,Bonbons,Snack,1,1.8,C009
T001249,2024-09-08,Pain,Alimentaire,4,16.97,C009
T001249,2024-09-08,Pâtes,Alimentaire,1,4.24,C009
T001250,2024-07-02,Fromage,Alimentaire,4,14.66,C012
T001250,2024-07-02,Lait,Alimentaire,4,8.55,C012
T001250,2024-07-02,Chocolat,Snack,2,6.77,C012
T001251,2024-12-05,Fromage,Alimentaire,1,2.41,C032
T001251,2024-12-05,Chocolat,Snack,1,1.57,C032
T001251,2024-12-05,Lait,Alimentaire,3,8.86,C032
T001251,2024-12-05,Riz,Alimentaire,3,14.4,C032
T001251,2024-12-05,Bonbons,Snack,1,3.19,C032
T001252,2024-04-08,Bonbons,Snack,2,5.55,C034
T001252,2024-04-08,Fromage,Alimentaire,4,13.82,C034
T001252,2024-04-08,Chocolat,Snack,3,5.59,C034
T001252,2024-04-08,Chips,Snack,2,3.17,C034
T001253,2024-09-19,Lait,Alimentaire,4,16.96,C008
T001253,2024-09-19,Fromage,Alimentaire,1,3.56,C008
T001253,2024-09-19,Riz,Alimentaire,1,5.54,C008
T001253,2024-09-19,Bonbons,Snack,3,10.46,C008
T001254,2024-09-08,Riz,Alimentaire,1,5.23,C016
T001254,2024-09-08,Lait,Alimentaire,3,10.29,C016
T001254,2024-09-08,Pain,Alimentaire,1,2.08,C016
T001255,2024-02-20,Fromage,Alimentaire,3,17.41,C034
T001255,2024-02-20,Riz,Alimentaire,2,9.48,C034
T001255,2024-02-20,Chips,Snack,4,10.04,C034
T001256,2024-10-24,Chips,Snack,3,6.07,C040
T001256,2024-10-24,Fromage,Alimentaire,3,15.15,C040
T001256,2024-10-24,Chocolat,Snack,2,7.86,C040
T001257,2024-12-04,Bonbons,Snack,3,5.52,C011
T001257,2024-12-04,Chips,Snack,4,8.16,C011
T001257,2024-12-04,Pain,Alimentaire,4,9.44,C011
T001258,2024-05-21,Riz,Alimentaire,3,8.94,C046
T001258,2024-05-21,Fromage,Alimentaire,1,5.29,C046
T001258,2024-05-21,Chocolat,Snack,3,4.98,C046
T001258,2024-05-21,Bonbons,Snack,4,9.22,C046
T001259,2024-07-19,Lait,Alimentaire,4,18.25,C031
T001260,2024-01-27,Chips,Snack,3,8.27,C031
T001260,2024-01-27,Fromage,Alimentaire,2,9.69,C031
T001261,2024-12-22,Riz,Alimentaire,1,3.7,C041
T001261,2024-12-22,Chocolat,Snack,3,11.73,C041
T001261,2024-12-22,Pâtes,Alimentaire,4,22.3,C041
T001261,2024-12-22,Lait,Alimentaire,1,3.69,C041
T001261,2024-12-22,Bonbons,Snack,2,7.41,C041
T001261,2024-12-22,Fromage,Alimentaire,3,15.9,C041
T001262,2024-04-12,Chocolat,Snack,2,6.59,C038
T001262,2024-04-12,Lait,Alimentaire,1,3.69,C038
T001262,2024-04-12,Chips,Snack,3,5.51,C038
T001263,2024-09-01,Riz,Alimentaire,3,15.56,C029
T001263,2024-09-01,Lait,Alimentaire,4,21.41,C029
T001264,2024-04-03,Chocolat,Snack,4,13.75,C014
T001265,2024-05-23,Pâtes,Alimentaire,3,16.84,C020
T001265,2024-05-23,Lait,Alimentaire,4,16.04,C020
T001265,2024-05-23,Fromage,Alimentaire,2,4.51,C020
T001266,2024-11-14,Bonbons,Snack,2,6.08,C004
T001267,2024-12-09,Pain,Alimentaire,4,9.95,C037
T001267,2024-12-09,Chocolat,Snack,4,14.07,C037
T001268,2024-05-13,Pâtes,Alimentaire,2,4.53,C037
T001269,2024-09-05,Bonbons,Snack,2,4.09,C012
T001269,2024-09-05,Riz,Alimentaire,2,4.7,C012
T001269,2024-09-05,Chips,Snack,4,6.84,C012
T001270,2024-12-17,Riz,Alimentaire,1,4.19,C007
T001270,2024-12-17,Pâtes,Alimentaire,4,10.06,C007
T001271,2024-01-10,Lait,Alimentaire,2,9.35,C015
T001271,2024-01-10,Chips,Snack,3,10.23,C015
T001271,2024-01-10,Pâtes,Alimentaire,2,9.44,C015
T001273,2024-08-08,Riz,Alimentaire,1,3.77,C037
T001273,2024-08-08,Soda,Boisson,2,2.27,C037
T001273,2024-08-08,Pâtes,Alimentaire,4,12.45,C037
T001274,2024-09-02,Lait,Alimentaire,3,13.68,C043
T001274,2024-09-02,Riz,Alimentaire,1,4.64,C043
T001274,2024-09-02,Fromage,Alimentaire,4,18.91,C043
T001275,2024-06-19,Chocolat,Snack,2,6.77,C004
T001275,2024-06-19,Lait,Alimentaire,4,17.86,C004
T001275,2024-06-19,Soda,Boisson,4,9.55,C004
T001275,2024-06-19,Bonbons,Snack,4,10.93,C004
T001275,2024-06-19,Bière,Boisson,2,5.55,C004
T001276,2024-08-19,Fromage,Alimentaire,3,11.58,C043
T001277,2024-01-08,Riz,Alimentaire,3,9.17,C042
T001277,2024-01-08,Chocolat,Snack,1,3.07,C042
T001278,2024-10-26,Chocolat,Snack,2,6.27,C048
T001279,2024-05-01,Chips,Snack,4,7.02,C049
T001279,2024-05-01,Bonbons,Snack,4,8.41,C049
T001279,2024-05-01,Fromage,Alimentaire,3,13.14,C049
T001280,2024-01-05,Chips,Snack,4,14.51,C040
T001281,2024-01-24,Chips,Snack,2,4.62,C016
T001281,2024-01-24,Pain,Alimentaire,3,15.82,C016
T001282,2024-05-05,Pain,Alimentaire,4,16.07,C029
T001282,2024-05-05,Lait,Alimentaire,2,5.3,C029
T001282,2024-05-05,Pâtes,Alimentaire,1,2.67,C029
T001283,2024-11-23,Fromage,Alimentaire,2,11.32,C023
T001283,2024-11-23,Chocolat,Snack,2,5.51,C023
T001284,2024-06-15,Chocolat,Snack,2,5.48,C038
T001284,2024-06-15,Riz,Alimentaire,2,11.89,C038
T001284,2024-06-15,Soda,Boisson,3,6.67,C038
T001284,2024-06-15,Chips,Snack,4,6.02,C038
T001285,2024-12-19,Lait,Alimentaire,3,16.47,C049
T001285,2024-12-19,Chocolat,Snack,4,10.28,C049
T001286,2024-06-08,Fromage,Alimentaire,2,4.33,C022
T001286,2024-06-08,Chocolat,Snack,3,11.3,C022
T001287,2024-08-01,Lait,Alimentaire,2,5.35,C032
T001287,2024-08-01,Fromage,Alimentaire,4,12.23,C032
T001287,2024-08-01,Pain,Alimentaire,4,10.49,C032
T001287,2024-08-01,Pâtes,Alimentaire,2,10.49,C032
T001287,2024-08-01,Bonbons,Snack,1,3.29,C032
T001288,2024-09-19,Pâtes,Alimentaire,2,9.51,C011
T001288,2024-09-19,Pain,Alimentaire,4,17.85,C011
T001288,2024-09-19,Bonbons,Snack,1,2.88,C011
T001289,2024-05-31,Pâtes,Alimentaire,1,4.43,C028
T001289,2024-05-31,Chips,Snack,2,3.83,C028
T001290,2024-02-09,Chips,Snack,3,10.21,C040
T001290,2024-02-09,Chocolat,Snack,3,10.58,C040
T001290,2024-02-09,Pain,Alimentaire,1,2.64,C040
T001290,2024-02-09,Lait,Alimentaire,1,5.19,C040
T001291,2024-10-07,Chocolat,Snack,4,8.65,C043
T001291,2024-10-07,Bonbons,Snack,1,2.28,C043
T001291,2024-10-07,Fromage,Alimentaire,3,16.21,C043
T001291,2024-10-07,Riz,Alimentaire,2,10.04,C043
T001291,2024-10-07,Pain,Alimentaire,2,11.35,C043
T001292,2024-06-10,Riz,Alimentaire,3,7.21,C039
T001293,2024-08-06,Jus,Boisson,1,1.23,C040
T001293,2024-08-06,Soda,Boisson,3,4.39,C040
T001294,2024-10-18,Fromage,Alimentaire,3,17.12,C008
T001294,2024-10-18,Pâtes,Alimentaire,1,3.64,C008
T001295,2024-07-17,Soda,Boisson,2,2.19,C009
T001295,2024-07-17,Bonbons,Snack,4,15.06,C009
T001295,2024-07-17,Chips,Snack,1,3.05,C009
T001295,2024-07-17,Fromage,Alimentaire,1,4.74,C009
T001295,2024-07-17,Chocolat,Snack,4,7.8,C009
T001296,2024-12-02,Chocolat,Snack,3,9.44,C018
T001296,2024-12-02,Chips,Snack,3,4.6,C018
T001296,2024-12-02,Riz,Alimentaire,3,14.06,C018
T001296,2024-12-02,Pâtes,Alimentaire,4,10.92,C018
T001296,2024-12-02,Lait,Alimentaire,2,4.32,C018
T001296,2024-12-02,Bonbons,Snack,4,13.69,C018
T001297,2024-12-10,Pâtes,Alimentaire,1,3.82,C008
T001298,2024-04-07,Fromage,Alimentaire,3,10.32,C048
T001298,2024-04-07,Pâtes,Alimentaire,3,9.39,C048
T001299,2024-03-05,Riz,Alimentaire,1,3.65,C034
T001299,2024-03-05,Bonbons,Snack,3,6.54,C034
T001299,2024-03-05,Lait,Alimentaire,3,11.69,C034
T001300,2024-07-05,Chocolat,Snack,1,2.48,C010
T001300,2024-07-05,Soda,Boisson,4,4.42,C010
T001301,2024-09-15,Bonbons,Snack,2,3.43,C014
T001301,2024-09-15,Pâtes,Alimentaire,1,3.31,C014
T001301,2024-09-15,Chips,Snack,3,5.85,C014
T001301,2024-09-15,Chocolat,Snack,4,14.49,C014
T001301,2024-09-15,Riz,Alimentaire,3,8.54,C014
T001302,2024-10-13,Lait,Alimentaire,4,22.18,C013
T001302,2024-10-13,Fromage,Alimentaire,3,15.03,C013
T001303,2024-05-06,Lait,Alimentaire,2,11.78,C029
T001303,2024-05-06,Bonbons,Snack,3,5.05,C029
T001303,2024-05-06,Riz,Alimentaire,2,8.8,C029
T001304,2024-01-15,Chocolat,Snack,2,5.34,C011
T001305,2024-09-04,Chocolat,Snack,1,2.05,C010
T001306,2024-02-27,Lait,Alimentaire,2,8.6,C049
T001307,2024-07-23,Eau,Boisson,3,5.85,C042
T001307,2024-07-23,Bonbons,Snack,4,15.36,C042
T001307,2024-07-23,Jus,Boisson,4,6.02,C042
T001307,2024-07-23,Fromage,Alimentaire,2,9.66,C042
T001307,2024-07-23,Lait,Alimentaire,3,10.57,C042
T001307,2024-07-23,Pâtes,Alimentaire,1,3.7,C042
T001308,2024-01-08,Pâtes,Alimentaire,4,20.32,C037
T001308,2024-01-08,Bonbons,Snack,4,6.3,C037
T001308,2024-01-08,Lait,Alimentaire,4,8.23,C037
T001308,2024-01-08,Fromage,Alimentaire,2,6.93,C037
T001309,2024-06-13,Pain,Alimentaire,1,3.76,C018
T001309,2024-06-13,Pâtes,Alimentaire,2,9.53,C018
T001311,2024-07-08,Pâtes,Alimentaire,3,9.61,C037
T001311,2024-07-08,Chips,Snack,2,7.92,C037
T001312,2024-08-02,Bonbons,Snack,3,9.82,C049
T001312,2024-08-02,Chips,Snack,1,3.07,C049
T001312,2024-08-02,Jus,Boisson,2,3.15,C049
T001312,2024-08-02,Lait,Alimentaire,2,4.93,C049
T001313,2024-03-02,Fromage,Alimentaire,2,4.98,C021
T001313,2024-03-02,Chocolat,Snack,1,2.04,C021
T001313,2024-03-02,Lait,Alimentaire,2,8.75,C021
T001313,2024-03-02,Riz,Alimentaire,4,10.99,C021
T001314,2024-12-01,Bonbons,Snack,3,8.66,C000
T001314,2024-12-01,Riz,Alimentaire,2,10.45,C000
T001314,2024-12-01,Fromage,Alimentaire,3,14.6,C000
T001314,2024-12-01,Pâtes,Alimentaire,4,10.38,C000
T001316,2024-04-25,Riz,Alimentaire,1,4.14,C030
T001316,2024-04-25,Pâtes,Alimentaire,4,10.03,C030
T001316,2024-04-25,Pain,Alimentaire,2,7.0,C030
T001317,2024-03-26,Pâtes,Alimentaire,1,5.76,C029
T001317,2024-03-26,Fromage,Alimentaire,3,6.41,C029
T001318,2024-09-02,Chips,Snack,1,1.98,C007
T001319,2024-05-19,Chocolat,Snack,4,10.42,C041
T001319,2024-05-19,Pain,Alimentaire,4,21.0,C041
T001319,2024-05-19,Riz,Alimentaire,2,7.69,C041
T001321,2024-03-05,Pâtes,Alimentaire,3,15.33,C024
T001322,2024-06-30,Pâtes,Alimentaire,1,3.41,C019
T001322,2024-06-30,Chips,Snack,4,12.75,C019
T001322,2024-06-30,Jus,Boisson,1,2.43,C019
T001323,2024-02-03,Riz,Alimentaire,3,15.74,C046
T001324,2024-05-06,Lait,Alimentaire,3,12.45,C006
T001324,2024-05-06,Fromage,Alimentaire,3,16.83,C006
T001324,2024-05-06,Chocolat,Snack,3,5.75,C006
T001325,2024-05-30,Riz,Alimentaire,3,8.04,C000
T001325,2024-05-30,Fromage,Alimentaire,2,7.35,C000
T001325,2024-05-30,Chocolat,Snack,1,1.6,C000
T001325,2024-05-30,Pâtes,Alimentaire,4,8.13,C000
T001326,2024-07-13,Bière,Boisson,1,2.3,C024
T001326,2024-07-13,Eau,Boisson,4,10.27,C024
T001326,2024-07-13,Lait,Alimentaire,4,16.84,C024
T001326,2024-07-13,Chips,Snack,1,1.88,C024
